,carat,cut,color,clarity,depth,table,price,x,y,z
43915,0.41,Very Good,H,VS2,60.0,57.0,915,4.92,4.88,2.94
43916,0.56,Premium,D,SI1,60.8,60.0,1814,5.31,5.29,3.22
43917,0.24,Very Good,E,VS2,62.1,58.0,419,4.0,4.02,2.49
43918,0.57,Ideal,D,VS1,61.6,55.0,2043,5.33,5.39,3.3
43919,0.35,Ideal,G,SI1,61.3,56.0,522,4.54,4.56,2.79
43920,1.11,Ideal,D,SI2,61.3,56.0,6129,6.68,6.74,4.12
43921,0.32,Premium,G,VS2,62.6,60.0,561,4.33,4.36,2.72
43922,0.52,Very Good,G,SI1,61.9,59.0,1232,5.08,5.13,3.16
43923,0.53,Premium,G,VS1,62.4,58.0,1813,5.2,5.16,3.23
43924,0.31,Ideal,F,VS2,61.6,55.0,802,4.37,4.36,2.69
43925,0.72,Ideal,F,VS1,60.7,57.0,3759,5.79,5.87,3.54
43926,1.21,Premium,H,SI2,58.2,59.0,5082,7.05,7.03,4.1
43927,1.35,Ideal,G,VVS2,61.5,55.0,13230,7.11,7.16,4.39
43928,0.7,Good,F,VS1,59.1,62.0,2877,5.82,5.86,3.44
43929,0.5,Ideal,D,VS2,62.5,54.0,1752,5.05,5.09,3.17
43930,0.31,Ideal,F,SI1,62.0,54.0,628,4.36,4.38,2.71
43931,1.22,Ideal,F,VVS1,61.5,58.0,12906,6.85,6.9,4.23
43932,0.31,Ideal,E,VVS2,61.6,55.0,1046,4.38,4.35,2.69
43933,0.54,Ideal,E,VS2,61.8,55.0,1847,5.26,5.24,3.24
43934,1.17,Premium,H,SI2,62.7,56.0,4914,6.74,6.68,4.21
43935,0.41,Ideal,F,VS2,61.1,56.0,1107,4.83,4.8,2.94
43936,1.03,Ideal,D,SI1,61.9,57.0,6250,6.52,6.54,4.04
43937,1.58,Ideal,I,SI1,61.7,56.0,11110,7.47,7.5,4.62
43938,0.37,Premium,F,VS2,60.5,59.0,894,4.67,4.62,2.81
43939,0.43,Premium,H,SI1,59.0,58.0,716,4.93,4.96,2.92
43940,2.18,Very Good,F,SI2,63.4,60.0,12099,8.2,8.17,5.19
43941,1.5,Premium,E,VS1,60.3,60.0,16558,7.43,7.34,4.45
43942,1.06,Good,I,VS1,57.5,62.0,5293,6.71,6.83,3.9
43943,0.52,Good,H,SI1,63.1,57.0,1111,5.09,5.14,3.23
43944,1.51,Premium,E,SI1,62.9,62.0,9647,7.31,7.21,4.57
43945,0.7,Premium,I,VVS1,59.1,60.0,2513,5.77,5.8,3.42
43946,1.02,Ideal,G,VS1,62.0,55.0,6968,6.4,6.53,4.01
43947,0.24,Very Good,E,VS2,63.1,56.0,419,3.95,3.98,2.5
43948,0.3,Ideal,D,SI1,61.9,57.0,524,4.28,4.32,2.66
43949,0.54,Very Good,F,SI1,60.2,56.0,1404,5.28,5.39,3.21
43950,0.31,Ideal,E,VVS1,61.7,56.0,890,4.38,4.41,2.71
43951,0.31,Very Good,J,SI1,61.9,59.0,363,4.28,4.32,2.66
43952,1.58,Ideal,I,SI1,62.6,56.0,9176,7.45,7.51,4.68
43953,2.32,Ideal,H,SI1,62.6,57.0,18080,8.46,8.52,5.32
43954,1.11,Premium,D,VS2,59.5,60.0,6579,6.77,6.7,4.01
43955,0.32,Ideal,I,VVS1,61.9,55.0,756,4.4,4.39,2.72
43956,1.2,Very Good,E,SI1,63.2,57.0,6373,6.75,6.69,4.25
43957,1.0,Premium,D,VS1,62.7,60.0,8020,6.36,6.31,3.97
43958,1.0,Very Good,G,VS1,59.4,59.0,6867,6.52,6.54,3.88
43959,0.71,Very Good,E,SI2,62.1,57.0,2123,5.71,5.76,3.56
43960,0.4,Ideal,H,VVS2,61.1,55.0,868,4.75,4.78,2.91
43961,0.58,Ideal,F,VS1,62.1,56.0,2088,5.38,5.32,3.32
43962,0.3,Ideal,F,VVS2,61.7,56.0,694,4.32,4.34,2.67
43963,0.3,Premium,G,VVS2,61.2,58.0,684,4.32,4.34,2.65
43964,0.8,Very Good,H,SI2,59.7,58.0,2263,6.03,6.09,3.62
43965,0.72,Good,G,VS2,59.7,60.5,2776,5.8,5.84,3.47
43966,0.72,Ideal,G,SI2,61.6,54.0,2170,5.78,5.82,3.57
43967,1.02,Good,F,SI1,63.2,59.0,5301,6.35,6.38,4.02
43968,1.21,Premium,H,SI2,61.1,60.0,5082,6.91,6.86,4.21
43969,0.77,Very Good,D,VS2,63.1,57.0,3428,5.86,5.83,3.69
43970,1.23,Ideal,F,VS2,61.7,57.0,9376,6.9,6.94,4.27
43971,0.81,Premium,F,SI1,61.9,58.0,3004,5.99,5.96,3.7
43972,1.03,Ideal,G,VVS1,61.5,57.0,9691,6.47,6.52,3.99
43973,0.51,Ideal,H,VVS1,61.7,57.0,1837,5.12,5.15,3.16
43974,1.09,Very Good,D,SI2,61.9,61.0,3890,6.54,6.58,4.06
43975,0.96,Ideal,F,I1,60.7,55.0,2826,6.41,6.37,3.88
43976,0.31,Ideal,G,IF,62.5,56.0,871,4.33,4.37,2.71
43977,1.56,Premium,J,VS2,61.7,58.0,7904,7.46,7.41,4.59
43978,1.46,Premium,I,SI2,62.4,59.0,5519,7.21,7.16,4.49
43979,1.2,Premium,F,VS2,60.1,57.0,7865,6.82,6.76,4.08
43980,0.71,Ideal,D,VS2,62.0,57.0,3153,5.69,5.73,3.54
43981,0.34,Premium,F,VS2,59.8,59.0,854,4.55,4.51,2.71
43982,0.46,Ideal,I,VS1,62.0,54.0,997,4.97,4.99,3.09
43983,1.01,Very Good,G,VVS2,62.5,54.0,7137,6.38,6.41,4.0
43984,1.04,Premium,F,SI2,62.6,58.0,4507,6.49,6.44,4.05
43985,0.51,Premium,H,VS1,60.3,58.0,1381,5.16,5.19,3.12
43986,0.7,Good,D,SI2,63.1,60.0,2221,5.56,5.62,3.53
43987,0.8,Very Good,E,SI2,62.5,56.0,2804,5.88,5.96,3.7
43988,1.07,Very Good,G,VS1,62.8,58.0,7168,6.48,6.52,4.08
43989,1.02,Premium,F,SI2,62.0,59.0,4238,6.42,6.33,3.95
43990,0.93,Very Good,G,SI2,62.9,56.0,4163,6.2,6.23,3.91
43991,1.51,Fair,J,SI1,63.4,60.0,6976,7.31,7.18,4.59
43992,0.4,Good,E,SI1,63.6,57.0,882,4.69,4.65,2.97
43993,0.3,Ideal,E,VS2,61.8,56.0,844,4.32,4.29,2.66
43994,0.54,Ideal,D,VS2,61.1,56.0,1892,5.25,5.29,3.22
43995,1.03,Very Good,H,VS2,62.0,58.0,5266,6.45,6.51,4.02
43996,1.01,Very Good,H,SI1,62.3,63.0,4449,6.3,6.23,3.9
43997,1.0,Very Good,H,SI1,62.7,59.0,4702,6.3,6.37,3.97
43998,0.71,Very Good,H,SI1,62.1,61.0,2354,5.63,5.71,3.52
43999,0.71,Premium,H,SI1,62.4,59.0,2112,5.65,5.6,3.51
44000,2.14,Ideal,H,SI1,61.5,57.0,18528,8.36,8.29,5.12
44001,0.5,Good,D,SI1,63.6,54.0,1436,5.02,5.08,3.21
44002,1.13,Ideal,I,VS1,61.6,54.0,5813,6.72,6.74,4.15
44003,0.52,Ideal,G,VS1,61.3,56.0,1694,5.2,5.17,3.18
44004,0.31,Very Good,E,SI1,63.0,57.0,544,4.29,4.32,2.71
44005,0.26,Ideal,E,VVS2,62.2,56.0,599,4.12,4.15,2.57
44006,2.1,Premium,E,SI2,62.9,59.0,16783,8.18,8.13,5.13
44007,1.6,Ideal,G,IF,59.8,54.0,16547,7.75,7.63,4.6
44008,2.14,Premium,I,VS2,60.7,59.0,17193,8.33,8.28,5.04
44009,2.0,Good,D,SI2,60.3,56.0,16425,8.08,8.11,4.88
44010,1.56,Ideal,H,SI1,62.4,54.0,10728,7.48,7.43,4.65
44011,0.56,Ideal,E,VS2,60.9,56.0,1819,5.32,5.35,3.25
44012,0.31,Premium,E,VS2,62.6,58.0,680,4.29,4.33,2.7
44013,0.82,Premium,G,SI2,62.3,58.0,2456,5.96,5.98,3.72
44014,0.27,Ideal,D,VVS2,62.6,56.0,622,4.13,4.15,2.59
44015,0.98,Fair,G,I1,58.7,57.0,1932,6.54,6.43,3.8
44016,0.71,Premium,I,VS1,61.8,58.0,2306,5.72,5.76,3.55
44017,1.08,Ideal,F,SI1,62.7,57.0,5327,6.52,6.49,4.08
44018,0.56,Very Good,H,VS2,61.8,54.1,1576,5.31,5.34,3.29
44019,0.47,Fair,E,SI1,65.2,59.0,828,4.75,4.82,3.12
44020,0.42,Very Good,E,SI1,62.5,55.0,773,4.8,4.83,3.01
44021,0.51,Good,E,SI1,63.3,59.0,1304,5.05,5.09,3.21
44022,1.01,Ideal,D,SI1,60.8,56.0,5939,6.54,6.48,3.96
44023,0.72,Very Good,G,VS2,63.3,57.0,2477,5.71,5.67,3.6
44024,1.71,Ideal,E,SI2,62.7,55.0,13097,7.69,7.62,4.8
44025,1.51,Very Good,F,SI1,62.8,59.0,11560,7.28,7.31,4.58
44026,0.7,Ideal,H,SI1,61.4,56.0,2815,5.72,5.77,3.53
44027,0.54,Premium,F,VS2,62.4,55.0,1814,5.23,5.19,3.25
44028,1.41,Ideal,H,VS1,60.7,56.0,9752,7.31,7.22,1.41
44029,1.5,Premium,I,VS2,61.1,60.0,9471,7.33,7.36,4.49
44030,0.35,Ideal,D,VS2,61.8,56.0,829,4.51,4.55,2.8
44031,1.0,Ideal,G,VS1,62.5,54.0,7223,6.41,6.45,4.02
44032,0.32,Ideal,F,VVS1,61.5,56.0,803,4.39,4.42,2.71
44033,0.5,Very Good,G,VVS2,61.3,57.0,1729,5.12,5.15,3.15
44034,0.9,Premium,H,VS2,61.3,59.0,4082,6.24,6.19,3.81
44035,0.36,Ideal,D,VS2,61.1,57.0,928,4.6,4.63,2.82
44036,0.73,Ideal,F,VVS1,61.1,56.0,4171,5.83,5.86,3.57
44037,0.71,Very Good,H,VS2,61.8,58.0,2368,5.66,5.7,3.51
44038,0.3,Good,G,VS2,63.9,55.0,675,4.28,4.27,2.73
44039,1.34,Ideal,H,VS2,60.2,56.0,7429,7.23,7.18,4.34
44040,1.0,Very Good,G,VS2,61.1,55.0,7743,6.44,6.5,3.95
44041,1.36,Premium,I,SI2,62.7,58.0,5963,7.08,7.01,4.42
44042,0.33,Premium,G,VS2,60.8,58.0,743,4.47,4.45,2.71
44043,0.37,Ideal,H,VVS1,62.3,56.0,810,4.56,4.59,2.85
44044,0.74,Ideal,G,SI2,62.7,56.0,2423,5.75,5.8,3.62
44045,0.7,Very Good,E,VS1,62.5,56.0,3063,5.64,5.68,3.54
44046,0.7,Good,H,VS2,63.9,59.0,2330,5.6,5.64,3.59
44047,0.31,Ideal,G,VVS1,60.6,57.0,1046,4.4,4.38,2.66
44048,0.3,Premium,G,IF,60.0,59.0,956,4.34,4.32,2.6
44049,1.01,Ideal,F,SI2,60.5,57.0,4416,6.49,6.53,3.94
44050,0.57,Ideal,H,VS1,61.3,56.0,1554,5.36,5.38,3.29
44051,0.4,Premium,E,SI2,60.5,59.0,640,4.74,4.78,2.88
44052,0.27,Very Good,F,VVS2,61.3,57.0,682,4.14,4.18,2.54
44053,0.44,Premium,G,SI1,61.1,59.0,990,4.9,4.86,2.98
44054,1.11,Premium,E,SI2,62.5,58.0,4581,6.61,6.63,4.14
44055,0.75,Ideal,H,SI1,60.4,57.0,2801,5.93,5.96,3.59
44056,0.9,Premium,G,VS2,62.1,59.0,4252,6.15,6.09,3.8
44057,0.73,Premium,F,VS2,60.3,59.0,2841,5.9,5.87,3.55
44058,1.52,Very Good,G,VS2,62.9,60.0,12038,7.28,7.31,4.59
44059,0.5,Premium,D,VS1,62.8,58.0,1807,5.05,5.01,3.16
44060,0.81,Ideal,E,SI1,61.9,56.0,3935,5.97,6.02,3.71
44061,0.7,Ideal,H,IF,61.3,59.0,3309,5.69,5.72,3.5
44062,0.24,Very Good,D,VS1,61.4,58.0,419,3.99,4.02,2.46
44063,1.51,Very Good,G,VS2,63.3,60.0,12872,7.28,7.2,4.58
44064,0.6,Ideal,G,VS1,61.2,56.0,2147,5.43,5.47,3.33
44065,1.52,Premium,E,VS1,59.9,60.0,16779,7.47,7.39,4.45
44066,0.32,Ideal,E,VVS2,62.3,56.0,842,4.37,4.4,2.73
44067,0.39,Very Good,F,SI1,60.0,57.0,704,4.76,4.8,2.86
44068,1.11,Premium,I,SI2,61.8,58.0,4120,6.61,6.66,4.1
44069,0.3,Ideal,E,IF,60.9,56.0,1120,4.31,4.33,2.63
44070,0.58,Ideal,E,VS2,61.9,57.0,1984,5.37,5.33,3.31
44071,2.03,Premium,I,SI1,61.2,58.0,16787,8.21,8.16,5.01
44072,0.99,Fair,J,SI1,55.0,61.0,2812,6.72,6.67,3.68
44073,0.3,Ideal,F,VS2,61.1,56.0,776,4.33,4.31,2.64
44074,1.21,Very Good,F,VS2,60.1,55.0,8711,6.91,7.01,4.18
44075,0.75,Premium,F,SI1,61.5,58.0,2683,5.83,5.87,3.6
44076,0.52,Good,I,SI1,63.6,60.0,978,5.05,5.1,3.23
44077,0.3,Ideal,D,SI2,62.0,56.0,426,4.31,4.34,2.68
44078,0.57,Ideal,F,VS2,61.3,57.0,1612,5.35,5.39,3.29
44079,0.9,Fair,D,SI1,64.5,61.0,3689,6.05,6.01,3.89
44080,1.02,Premium,F,VS2,62.7,59.0,6220,6.41,6.44,4.03
44081,1.51,Very Good,I,VS1,61.8,63.0,9640,7.34,7.28,4.52
44082,0.54,Very Good,H,SI1,63.3,57.0,1240,5.22,5.15,3.28
44083,1.21,Premium,H,SI2,60.9,61.0,5218,6.88,6.82,4.17
44084,0.33,Premium,G,SI2,62.6,58.0,557,4.42,4.4,2.76
44085,1.73,Premium,E,SI1,62.6,58.0,16253,7.67,7.59,4.78
44086,0.75,Ideal,E,VS1,61.8,55.0,3086,5.85,5.87,3.62
44087,1.82,Very Good,G,SI2,61.3,58.0,11971,7.83,7.94,4.83
44088,0.72,Ideal,E,SI1,61.0,57.0,2835,5.78,5.8,3.53
44089,0.33,Very Good,G,VVS2,60.0,63.0,752,4.45,4.49,2.68
44090,0.32,Ideal,H,VVS1,61.3,57.0,821,4.41,4.43,2.71
44091,0.51,Ideal,E,SI1,62.1,55.0,1438,5.09,5.15,3.18
44092,0.41,Ideal,F,VVS2,61.7,57.0,1192,4.8,4.73,2.94
44093,0.31,Ideal,D,VS1,62.1,57.0,877,4.35,4.32,2.69
44094,1.01,Good,G,VS2,60.2,65.0,5050,6.55,6.48,3.92
44095,0.83,Premium,E,SI1,58.4,59.0,3506,6.22,6.18,3.62
44096,0.27,Ideal,E,VS2,62.7,55.0,470,4.15,4.18,2.61
44097,0.31,Ideal,E,VS2,60.8,54.0,872,4.4,4.39,2.67
44098,0.31,Ideal,E,VS2,62.2,55.0,642,4.32,4.36,2.7
44099,1.16,Very Good,G,VVS2,62.3,59.0,8361,6.69,6.72,4.18
44100,0.32,Very Good,D,SI1,63.2,54.0,756,4.38,4.36,2.76
44101,0.31,Ideal,E,VVS2,62.0,54.0,791,4.38,4.4,2.72
44102,1.57,Very Good,J,VS2,62.6,59.0,7832,7.39,7.43,4.64
44103,0.71,Premium,D,VS2,62.1,60.0,3002,5.68,5.72,3.54
44104,1.03,Ideal,F,SI1,61.3,56.0,6059,6.51,6.55,4.0
44105,1.21,Ideal,H,SI1,62.1,56.0,6629,6.81,6.84,4.23
44106,1.51,Premium,J,SI2,59.7,62.0,5327,7.46,7.42,4.44
44107,1.98,Ideal,I,SI1,62.6,55.0,14581,8.04,8.1,5.05
44108,0.5,Good,F,VS2,63.3,57.0,1436,5.01,5.07,3.19
44109,0.3,Ideal,F,VS1,61.0,56.0,731,4.37,4.35,2.66
44110,2.04,Very Good,I,SI1,63.6,60.0,16420,7.97,7.86,5.03
44111,1.23,Very Good,I,VS2,59.7,58.0,5789,6.94,7.02,4.17
44112,0.33,Ideal,H,IF,62.1,55.0,1114,4.44,4.41,2.75
44113,0.92,Good,G,VVS2,58.8,57.0,5390,6.32,6.37,3.73
44114,0.27,Fair,E,VS1,66.4,58.0,371,3.99,4.02,2.66
44115,0.41,Very Good,D,VVS2,61.2,62.0,1295,4.78,4.82,2.94
44116,1.53,Premium,F,SI2,62.7,60.0,9424,7.28,7.34,4.58
44117,0.33,Ideal,I,IF,61.8,55.0,694,4.46,4.47,2.76
44118,0.53,Ideal,E,SI1,61.2,54.0,1303,5.21,5.25,3.2
44119,2.02,Premium,G,SI2,60.1,59.0,17099,8.29,8.21,4.96
44120,0.31,Good,H,VS2,63.8,56.0,470,4.33,4.29,2.75
44121,0.52,Very Good,G,VVS2,63.2,57.0,1833,5.08,5.11,3.22
44122,0.36,Premium,I,VS2,62.7,59.0,505,4.54,4.58,2.86
44123,1.04,Ideal,F,SI2,62.4,56.0,4486,6.4,6.48,4.02
44124,1.11,Very Good,E,SI2,61.7,63.0,4177,6.65,6.54,4.07
44125,2.0,Premium,G,SI2,60.1,62.0,15485,8.07,8.0,4.83
44126,0.92,Very Good,I,SI1,63.3,58.0,3323,6.18,6.14,3.9
44127,0.9,Ideal,I,VS1,61.8,56.0,3724,6.2,6.23,3.84
44128,1.04,Good,E,SI2,62.3,62.0,4290,6.4,6.44,4.0
44129,0.55,Ideal,F,VS1,61.8,55.0,2119,5.28,5.3,3.27
44130,0.3,Ideal,H,VVS1,61.8,55.0,665,4.34,4.37,2.69
44131,0.23,Premium,E,VVS2,61.8,58.0,680,3.94,3.92,2.43
44132,0.54,Ideal,D,VS2,61.3,56.0,1892,5.22,5.26,3.21
44133,0.6,Premium,H,SI1,62.4,58.0,1170,5.4,5.34,3.35
44134,0.5,Very Good,E,SI1,60.7,61.0,1354,5.09,5.13,3.1
44135,0.33,Ideal,F,VVS2,60.7,56.0,761,4.46,4.5,2.72
44136,0.42,Ideal,G,VVS1,60.6,56.0,1179,4.86,4.88,2.95
44137,0.71,Ideal,F,VS1,61.7,55.0,3041,5.73,5.77,3.55
44138,0.44,Very Good,E,VS2,60.3,58.0,987,4.9,4.92,2.96
44139,0.7,Fair,G,VS1,56.2,65.0,2384,5.93,5.88,3.32
44140,0.27,Very Good,E,VVS1,59.9,57.0,620,4.23,4.25,2.54
44141,0.91,Very Good,E,SI2,62.4,58.0,3936,6.11,6.14,3.82
44142,1.57,Premium,G,VS1,59.9,56.0,14180,7.6,7.55,4.54
44143,1.01,Premium,G,SI1,61.2,61.0,4672,6.47,6.41,3.94
44144,0.41,Ideal,G,SI1,62.2,56.0,671,4.75,4.77,2.96
44145,2.19,Good,I,SI2,63.7,57.0,11756,8.23,8.19,5.23
44146,1.01,Ideal,E,VS2,60.4,58.0,7900,6.49,6.52,3.93
44147,1.63,Premium,G,SI1,61.0,59.0,11721,7.64,7.58,4.64
44148,0.31,Ideal,F,SI1,62.3,56.0,663,4.35,4.32,2.7
44149,1.0,Fair,F,SI1,68.7,55.0,3387,6.06,5.88,4.11
44150,0.38,Ideal,G,VVS1,61.6,57.0,1140,4.73,4.65,2.89
44151,0.31,Premium,D,VVS1,62.7,58.0,882,4.3,4.31,2.7
44152,1.04,Premium,E,VVS1,60.9,58.0,11382,6.61,6.53,4.0
44153,1.03,Premium,G,VS2,63.0,59.0,5826,6.45,6.4,4.05
44154,0.71,Very Good,I,SI2,61.9,54.0,1902,5.67,5.74,3.53
44155,1.0,Premium,F,SI1,62.0,60.0,5574,6.42,6.36,3.96
44156,0.7,Ideal,E,SI2,62.1,56.0,2475,5.68,5.65,3.52
44157,2.05,Very Good,H,SI2,62.4,58.0,15949,8.1,8.15,5.07
44158,0.3,Premium,G,VVS1,60.7,58.0,1013,4.36,4.34,2.64
44159,0.42,Good,F,SI1,63.4,56.0,722,4.76,4.8,3.03
44160,0.52,Very Good,D,VS2,63.6,59.0,1664,5.09,5.13,3.25
44161,0.72,Ideal,G,VS2,61.0,55.0,3547,5.81,5.83,3.55
44162,2.74,Very Good,J,SI2,61.5,62.0,17164,8.87,8.9,5.46
44163,0.9,Ideal,D,SI1,62.1,57.0,4523,6.18,6.25,3.86
44164,0.51,Ideal,F,VS2,61.3,56.0,1562,5.14,5.11,3.14
44165,1.0,Premium,D,VS1,62.7,62.0,7812,6.23,6.21,3.9
44166,1.5,Premium,I,SI2,62.9,57.0,6132,7.28,7.26,4.57
44167,1.03,Ideal,G,SI1,60.9,57.0,4900,6.54,6.5,3.97
44168,1.0,Good,D,SI2,62.2,61.0,4543,6.3,6.36,3.94
44169,2.02,Ideal,J,SI1,62.7,54.2,12884,8.03,8.08,5.05
44170,0.7,Very Good,D,SI1,61.1,61.0,2724,5.67,5.76,3.49
44171,1.75,Premium,J,VS1,62.2,59.0,10619,7.74,7.7,4.8
44172,0.72,Premium,E,SI2,59.3,60.0,1808,5.88,5.85,3.48
44173,2.14,Premium,G,SI2,60.1,58.0,12792,8.4,8.35,5.03
44174,0.31,Good,E,SI1,63.3,55.0,544,4.33,4.36,2.75
44175,0.3,Ideal,H,SI1,62.2,53.0,514,4.29,4.32,2.68
44176,0.39,Ideal,D,VVS2,60.0,56.0,1018,4.77,4.79,2.87
44177,0.6,Very Good,G,VS1,61.9,56.0,2094,5.41,5.45,3.36
44178,1.12,Premium,G,VS2,60.7,53.0,6774,6.81,6.7,4.1
44179,1.15,Premium,E,SI2,61.8,56.0,4701,6.75,6.7,4.15
44180,0.34,Premium,D,VS2,59.3,59.0,881,4.59,4.55,2.71
44181,1.73,Ideal,I,VS1,61.4,57.0,13250,7.7,7.65,4.71
44182,0.33,Ideal,G,VS2,62.3,55.0,579,4.42,4.47,2.77
44183,2.07,Premium,J,SI1,61.7,60.0,13731,8.23,8.15,5.05
44184,0.36,Ideal,J,VVS2,61.7,55.0,525,4.61,4.63,2.85
44185,0.38,Ideal,F,VS2,62.1,57.0,800,4.61,4.67,2.88
44186,0.4,Ideal,D,VS1,62.3,56.0,1059,4.74,4.77,2.96
44187,0.91,Very Good,G,SI1,63.5,58.0,4081,6.15,6.04,3.87
44188,1.04,Ideal,F,I1,61.6,57.0,3718,6.51,6.46,4.0
44189,1.28,Very Good,H,SI2,60.4,61.0,6766,7.08,7.03,4.26
44190,0.71,Ideal,G,VS2,61.8,56.0,3299,5.68,5.72,3.52
44191,1.07,Ideal,G,VS1,61.4,57.0,7222,6.57,6.6,4.04
44192,1.04,Premium,I,SI2,61.6,56.0,3960,6.56,6.49,4.02
44193,0.53,Ideal,F,IF,61.3,57.0,2658,5.19,5.21,3.19
44194,0.36,Very Good,G,VS1,61.4,55.0,903,4.63,4.65,2.85
44195,0.43,Premium,F,SI1,60.5,60.0,1016,4.88,4.84,2.94
44196,0.28,Ideal,D,VS2,62.4,57.0,487,4.16,4.2,2.61
44197,0.84,Ideal,G,VS2,62.0,55.0,3936,6.07,6.09,3.77
44198,0.32,Ideal,G,IF,60.9,56.0,1020,4.43,4.41,2.69
44199,0.28,Very Good,E,VVS1,60.9,60.0,612,4.25,4.26,2.59
44200,0.93,Very Good,E,SI2,60.5,57.0,4325,6.32,6.37,3.84
44201,0.42,Ideal,F,VVS2,61.7,57.0,1221,4.81,4.78,2.96
44202,0.34,Very Good,I,VVS1,61.9,58.0,626,4.43,4.52,2.77
44203,0.71,Very Good,F,SI1,63.3,60.0,2198,5.61,5.54,3.53
44204,1.27,Ideal,G,VVS1,61.7,56.0,10805,6.9,7.03,4.3
44205,1.5,Very Good,G,VVS2,62.9,56.0,15013,7.22,7.32,4.57
44206,0.4,Very Good,E,SI2,61.6,55.0,611,4.75,4.83,2.95
44207,1.03,Ideal,I,SI1,60.7,60.0,4458,6.5,6.55,3.96
44208,0.5,Good,G,SI1,63.6,55.0,1197,5.03,5.06,3.21
44209,0.5,Ideal,E,SI1,60.1,57.0,1410,5.14,5.27,3.13
44210,0.39,Good,D,VVS2,63.6,60.2,1255,4.58,4.62,2.93
44211,0.3,Good,H,VVS2,63.6,55.0,776,4.28,4.24,2.71
44212,1.03,Ideal,E,SI2,62.3,56.0,4758,6.44,6.52,4.04
44213,1.5,Premium,E,SI2,62.7,56.0,8988,7.38,7.33,4.61
44214,0.76,Ideal,H,VS2,62.7,57.0,2692,5.86,5.82,3.66
44215,1.75,Premium,I,SI1,60.8,58.0,7644,7.83,7.79,4.75
44216,0.58,Ideal,H,SI1,61.9,59.0,1389,5.33,5.36,3.31
44217,0.43,Very Good,F,VS2,61.6,59.0,905,4.78,4.87,2.97
44218,1.19,Premium,J,SI2,58.4,60.0,4198,6.98,6.92,4.06
44219,1.04,Premium,F,VS2,59.6,62.0,6278,6.62,6.56,3.93
44220,1.01,Premium,F,SI2,60.0,60.0,3717,6.46,6.4,3.86
44221,1.18,Premium,H,SI1,60.1,60.0,4746,6.89,6.75,4.1
44222,0.41,Very Good,G,SI1,63.4,57.0,861,4.73,4.7,2.99
44223,0.32,Ideal,J,IF,62.2,56.0,684,4.41,4.37,2.73
44224,0.24,Ideal,F,IF,61.6,57.0,678,3.97,4.0,2.45
44225,1.24,Ideal,F,VS2,61.6,54.0,9569,6.95,6.91,4.27
44226,0.4,Premium,I,SI2,60.5,58.0,702,4.82,4.76,2.9
44227,0.73,Ideal,G,VS1,61.8,57.0,3041,5.78,5.81,3.58
44228,0.7,Fair,F,SI2,65.3,55.0,2075,5.6,5.49,3.62
44229,0.31,Premium,G,SI2,61.3,58.0,523,4.4,4.37,2.69
44230,1.5,Good,D,SI2,62.4,61.0,8517,7.23,7.36,4.55
44231,1.24,Ideal,G,VVS2,61.1,56.0,11601,6.94,6.97,4.25
44232,0.3,Ideal,D,VVS2,61.6,56.0,1041,4.32,4.35,2.67
44233,0.32,Ideal,G,VS1,60.9,56.0,645,4.41,4.45,2.7
44234,1.34,Ideal,H,SI1,62.4,54.0,7659,7.05,7.08,4.41
44235,1.04,Ideal,H,SI2,60.3,56.0,4193,6.61,6.58,3.98
44236,1.34,Very Good,J,VS1,63.0,57.0,6237,6.9,7.01,4.38
44237,0.32,Ideal,G,VS1,62.3,54.0,828,4.39,4.37,2.73
44238,0.9,Good,I,VVS2,62.9,61.0,3946,6.1,6.14,3.85
44239,1.01,Very Good,D,SI2,62.7,58.0,4606,6.31,6.39,3.98
44240,0.35,Ideal,D,SI1,61.3,57.0,827,4.57,4.54,2.79
44241,0.4,Ideal,E,VVS2,62.1,56.0,1238,4.73,4.7,2.93
44242,0.9,Very Good,F,I1,61.9,59.0,2199,6.16,6.18,3.82
44243,0.51,Ideal,G,VS1,62.0,56.0,1781,5.16,5.06,3.17
44244,0.3,Premium,H,VVS2,62.0,58.0,605,4.3,4.35,2.68
44245,1.21,Good,J,VVS2,63.7,56.0,5028,6.71,6.67,4.26
44246,0.9,Fair,E,I1,59.9,66.0,2138,6.18,6.14,3.69
44247,1.1,Good,G,SI1,63.4,57.0,4997,6.52,6.55,4.14
44248,0.35,Ideal,H,VVS2,63.0,55.0,906,4.5,4.48,2.83
44249,1.01,Very Good,E,VS2,62.7,57.0,6666,6.31,6.36,3.97
44250,0.8,Very Good,E,VS1,60.7,60.0,4118,6.0,6.09,3.67
44251,2.29,Premium,J,IF,61.4,60.0,18426,8.45,8.49,5.2
44252,1.31,Very Good,I,SI2,62.7,58.0,5916,6.88,6.94,4.33
44253,1.04,Premium,H,SI1,61.6,58.0,5154,6.53,6.48,4.01
44254,0.6,Ideal,H,VS1,61.6,56.0,1820,5.4,5.42,3.33
44255,1.5,Ideal,F,VS2,61.9,56.0,15584,7.33,7.31,4.53
44256,2.04,Premium,G,SI2,61.8,56.0,16426,8.13,8.05,5.0
44257,0.35,Very Good,H,SI1,61.0,62.0,491,4.52,4.56,2.77
44258,1.5,Fair,E,SI2,69.6,62.0,7560,6.88,6.79,4.76
44259,1.5,Premium,G,SI1,62.3,58.0,10428,7.27,7.33,4.55
44260,1.21,Good,E,VS1,61.7,58.0,8902,6.73,6.78,4.17
