,carat,cut,color,depth,table,price,x,y,z
4368,0.73,Ideal,G,62.1,54.0,2583,5.78,5.81,3.6
4369,1.11,Very Good,G,62.2,55.0,6593,6.61,6.67,4.13
4370,1.2,Very Good,H,63.2,54.0,6423,6.73,6.78,4.27
4371,0.42,Very Good,F,61.6,59.0,1131,4.83,4.84,2.98
4372,0.55,Very Good,F,59.5,61.0,1410,5.28,5.41,3.18
4373,0.52,Ideal,I,62.0,54.0,1019,5.17,5.19,3.21
4374,1.01,Ideal,E,61.1,59.0,4787,6.53,6.47,3.97
4375,0.72,Ideal,F,62.3,56.0,3004,5.77,5.79,3.6
4376,1.0,Ideal,F,63.0,56.0,5656,6.41,6.38,4.03
4377,0.83,Ideal,I,61.2,59.0,2444,6.03,6.06,3.7
4378,1.07,Ideal,G,62.4,55.6,8235,6.48,6.55,4.07
4379,0.76,Premium,F,61.8,58.0,2469,5.83,5.88,3.62
4380,1.03,Ideal,E,62.0,55.0,5411,6.46,6.5,4.02
4381,0.56,Ideal,G,62.0,56.0,2202,5.28,5.3,3.28
4382,1.34,Premium,E,61.8,58.0,17663,7.15,7.08,4.4
4383,0.3,Ideal,G,60.4,55.0,637,4.38,4.41,2.66
4384,0.42,Very Good,D,60.7,60.0,910,4.79,4.83,2.92
4385,0.53,Ideal,G,61.9,56.0,1721,5.19,5.21,3.22
4386,0.33,Ideal,E,62.0,56.0,723,4.46,4.48,2.77
4387,0.47,Good,E,60.2,64.0,987,5.1,5.04,3.05
4388,0.31,Ideal,D,62.4,54.0,815,4.35,4.37,2.72
4389,1.02,Ideal,H,61.8,55.0,4284,6.51,6.47,4.01
4390,0.3,Ideal,H,60.8,56.0,789,4.35,4.37,2.65
4391,0.42,Premium,G,60.1,61.0,1087,4.86,4.79,2.9
4392,0.33,Ideal,D,62.4,54.0,608,4.41,4.44,2.76
4393,1.01,Very Good,I,61.4,62.0,4693,6.39,6.45,3.94
4394,0.9,Very Good,G,63.3,59.0,3107,6.12,6.07,3.86
4395,0.71,Premium,I,61.9,60.0,2450,5.75,5.69,3.54
4396,1.51,Very Good,F,62.5,58.0,14165,7.22,7.33,4.55
4397,0.32,Ideal,H,61.2,56.0,828,4.43,4.4,2.7
4398,0.51,Ideal,E,61.7,56.0,1732,5.13,5.17,3.18
4399,0.33,Premium,H,62.1,59.0,743,4.46,4.43,2.76
4400,0.58,Ideal,G,61.5,55.0,1911,5.36,5.41,3.31
4401,1.01,Good,E,64.0,60.0,5823,6.38,6.28,4.05
4402,1.2,Ideal,J,62.1,55.0,5002,6.81,6.84,4.24
4403,1.03,Ideal,G,61.7,54.0,7119,6.49,6.52,4.01
4404,0.7,Ideal,F,62.0,55.0,2415,5.72,5.7,3.54
4405,0.5,Premium,H,59.0,59.0,1156,5.22,5.18,3.07
4406,1.17,Premium,F,59.9,59.0,4092,6.82,6.86,4.1
4407,0.4,Premium,E,62.8,59.0,945,4.69,4.64,2.93
4408,1.05,Premium,F,61.8,56.0,5557,6.55,6.45,4.02
4409,0.7,Premium,I,62.3,58.0,1107,5.69,5.55,3.51
4410,1.53,Very Good,G,62.1,61.0,8455,7.28,7.3,4.53
4411,0.31,Ideal,G,60.8,56.0,707,4.38,4.4,2.67
4412,0.31,Very Good,H,62.8,57.0,625,4.3,4.33,2.71
4413,1.13,Ideal,H,62.0,57.0,5885,6.7,6.66,4.14
4414,1.31,Ideal,G,62.0,53.0,10556,7.06,7.07,4.37
4415,0.38,Ideal,F,60.9,55.0,891,4.69,4.73,2.87
4416,0.31,Very Good,G,61.6,55.0,924,4.38,4.42,2.71
4417,0.51,Ideal,E,60.8,56.0,1413,5.18,5.21,3.16
4418,0.41,Ideal,D,61.3,56.0,722,4.8,4.82,2.95
4419,1.16,Premium,I,62.2,58.0,4958,6.74,6.67,4.17
4420,1.08,Ideal,F,61.8,55.0,6884,6.58,6.63,4.08
4421,0.56,Premium,G,61.1,61.0,1287,5.31,5.29,3.24
4422,1.2,Very Good,E,63.3,55.0,5645,6.77,6.73,4.27
4423,0.9,Very Good,H,62.3,63.0,3387,6.13,6.06,3.8
4424,0.53,Ideal,E,60.0,57.0,1721,5.24,5.3,3.16
4425,1.52,Ideal,D,61.6,57.0,12392,7.42,7.35,4.55
4426,2.03,Premium,J,62.7,59.0,12380,8.08,8.02,5.05
4427,0.7,Very Good,G,62.8,56.0,2304,5.64,5.66,3.55
4428,0.71,Ideal,D,61.7,56.0,4380,5.71,5.74,3.53
4429,0.53,Ideal,G,60.6,56.0,1932,5.25,5.28,3.19
4430,1.91,Good,I,62.8,58.0,10937,7.82,7.89,4.93
4431,1.11,Premium,H,61.6,60.0,4578,6.6,6.67,4.09
4432,1.01,Good,E,63.3,57.0,4692,6.33,6.37,4.02
4433,0.56,Ideal,D,61.5,57.0,2066,5.33,5.28,3.26
4434,1.01,Premium,F,62.3,58.0,6244,6.34,6.4,3.97
4435,0.81,Very Good,J,63.1,59.0,2482,5.88,5.91,3.72
4436,0.4,Ideal,E,62.2,55.0,945,4.75,4.71,2.94
4437,1.06,Premium,F,62.1,58.0,5142,6.5,6.52,4.04
4438,0.32,Very Good,D,62.0,56.0,1171,4.39,4.43,2.73
4439,0.39,Ideal,E,61.3,56.0,1333,4.71,4.75,2.9
4440,1.51,Good,D,57.0,64.0,5979,7.48,7.53,4.28
4441,0.35,Premium,F,61.5,59.0,706,4.53,4.55,2.79
4442,0.53,Premium,E,61.8,60.0,2099,5.21,5.18,3.21
4443,0.29,Very Good,E,61.4,61.0,481,4.22,4.25,2.6
4444,2.2,Ideal,H,60.0,58.0,16530,8.47,8.5,5.09
4445,0.5,Good,E,63.7,59.0,1090,5.07,5.01,3.21
4446,0.41,Ideal,I,61.5,55.0,747,4.8,4.82,2.96
4447,0.7,Ideal,D,61.8,56.0,3454,5.7,5.72,3.53
4448,1.0,Good,D,63.8,53.0,4928,6.35,6.4,4.07
4449,0.51,Ideal,G,62.2,55.0,1656,5.11,5.14,3.19
4450,0.3,Very Good,G,63.5,57.0,1013,4.27,4.24,2.7
4451,0.3,Ideal,I,62.2,56.0,518,4.27,4.31,2.67
4452,0.64,Premium,D,62.8,54.0,1751,5.52,5.5,3.46
4453,0.52,Ideal,D,61.8,57.0,1752,5.16,5.2,3.2
4454,0.24,Ideal,H,62.1,57.0,504,4.0,4.04,2.5
4455,0.5,Fair,E,79.0,73.0,2579,5.21,5.18,4.09
4456,0.51,Premium,F,61.2,59.0,1882,5.19,5.1,3.15
4457,2.02,Premium,F,61.5,60.0,14790,8.15,8.05,4.98
4458,1.0,Premium,E,61.6,59.0,5500,6.38,6.41,3.94
4459,0.35,Ideal,E,60.7,57.0,1044,4.53,4.57,2.76
4460,0.33,Premium,D,61.6,59.0,492,4.41,4.42,2.72
4461,1.01,Premium,F,61.7,58.0,3846,6.46,6.41,3.97
4462,0.4,Very Good,E,63.5,57.0,882,4.72,4.7,2.99
4463,0.3,Ideal,F,60.9,56.0,605,4.32,4.35,2.64
4464,1.01,Ideal,E,62.1,56.0,4434,6.43,6.39,3.98
4465,1.12,Ideal,H,61.6,56.0,6962,6.64,6.68,4.11
4466,0.41,Good,H,64.1,57.0,729,4.72,4.64,3.0
4467,2.0,Good,E,60.1,54.0,15962,8.01,8.15,4.86
4468,0.81,Ideal,G,60.8,60.0,3398,5.98,6.0,3.64
4469,1.06,Ideal,G,62.9,56.0,5461,6.52,6.49,4.09
4470,0.58,Fair,G,64.7,60.0,1701,5.23,5.28,3.41
4471,0.31,Ideal,H,61.6,56.0,698,4.36,4.34,2.68
4472,1.24,Ideal,E,62.7,58.0,8887,6.79,6.86,4.28
4473,0.34,Ideal,G,61.7,55.0,1084,4.5,4.48,2.77
4474,0.25,Very Good,F,62.2,56.0,633,4.02,4.03,2.5
4475,1.55,Ideal,G,61.6,55.0,14039,7.48,7.45,4.6
4476,0.5,Good,E,64.1,58.0,1299,5.01,5.03,3.22
4477,1.08,Ideal,G,62.4,55.0,6532,6.62,6.55,4.11
4478,1.3,Very Good,J,63.3,57.0,4106,6.98,6.96,4.41
4479,0.33,Ideal,G,61.4,54.0,463,4.44,4.48,2.74
4480,0.7,Premium,E,62.9,61.0,3175,5.65,5.57,3.53
4481,0.42,Ideal,G,60.9,56.0,971,4.87,4.89,2.97
4482,0.74,Ideal,G,62.3,55.0,2877,5.8,5.83,3.62
4483,0.32,Premium,F,61.4,60.0,828,4.42,4.38,2.7
4484,0.4,Premium,E,60.5,59.0,821,4.78,4.74,2.88
4485,1.01,Premium,H,62.1,62.0,5826,6.36,6.32,3.94
4486,0.3,Ideal,D,61.2,59.0,742,4.29,4.31,2.63
4487,0.81,Ideal,I,62.5,57.0,2439,5.98,5.92,3.72
4488,2.33,Premium,H,60.7,58.0,8220,8.64,8.56,5.22
4489,0.54,Premium,F,61.8,58.0,1662,5.22,5.29,3.25
4490,1.23,Ideal,J,61.3,54.0,5181,6.92,6.97,4.26
4491,0.71,Very Good,F,60.6,60.0,3218,5.68,5.73,3.46
4492,0.33,Ideal,H,61.6,55.0,730,4.45,4.48,2.75
4493,1.41,Good,H,63.8,60.0,9254,7.12,7.04,4.52
4494,0.51,Very Good,H,63.0,57.0,1090,5.11,5.14,3.23
4495,0.91,Premium,E,62.1,58.0,4332,6.15,6.18,3.83
4496,1.04,Premium,F,62.2,60.0,5300,6.48,6.44,4.02
4497,0.32,Ideal,G,61.7,56.0,814,4.4,4.42,2.72
4498,1.62,Premium,H,61.3,60.0,10813,7.48,7.53,4.6
4499,1.12,Premium,I,60.8,57.0,4704,6.76,6.7,4.09
4500,0.36,Premium,H,60.9,59.0,568,4.58,4.62,2.8
4501,0.74,Ideal,G,61.9,55.0,3130,5.8,5.83,3.6
4502,0.5,Ideal,E,61.6,57.0,1316,5.09,5.13,3.15
4503,2.03,Very Good,I,59.9,59.0,16422,8.32,8.24,4.96
4504,1.51,Good,G,63.1,56.0,9258,7.2,7.28,4.57
4505,1.03,Ideal,D,62.0,54.8,7697,6.47,6.51,4.02
4506,0.71,Good,D,62.3,61.0,2891,5.7,5.73,3.56
4507,0.46,Ideal,I,61.7,57.0,974,4.96,4.99,3.07
4508,0.5,Very Good,I,63.0,55.0,1242,5.07,5.09,3.2
4509,0.91,Premium,D,58.3,60.0,3511,6.4,6.33,3.71
4510,0.47,Ideal,G,62.2,53.0,1618,5.0,5.04,3.12
4511,0.28,Very Good,H,61.4,57.0,376,4.21,4.23,2.59
4512,0.3,Premium,D,62.5,58.0,552,4.27,4.31,2.68
4513,0.4,Very Good,D,59.4,61.0,977,4.77,4.82,2.85
4514,0.43,Premium,G,60.9,58.0,1264,4.91,4.88,2.98
4515,0.39,Very Good,D,59.5,57.0,1040,4.79,4.82,2.86
4516,0.41,Very Good,E,63.8,58.0,1019,4.67,4.7,2.99
4517,0.9,Very Good,G,62.0,59.0,3445,6.14,6.19,3.82
4518,1.29,Very Good,D,61.9,58.0,6126,6.99,7.03,4.34
4519,0.78,Ideal,J,62.3,55.0,2456,5.88,5.91,3.67
4520,0.83,Ideal,G,61.9,56.0,4963,6.03,6.05,3.74
4521,1.02,Ideal,E,61.6,56.0,4547,6.55,6.48,3.99
4522,1.51,Premium,E,60.7,60.0,14709,7.37,7.46,4.5
4523,1.06,Ideal,G,61.0,57.0,8044,6.57,6.55,4.0
4524,1.05,Ideal,F,60.4,56.0,7373,6.61,6.63,4.0
4525,0.9,Ideal,D,62.3,57.0,3871,6.17,6.23,3.86
4526,2.11,Premium,H,60.8,61.0,16395,8.32,8.28,5.05
4527,1.5,Ideal,F,60.4,57.0,14199,7.43,7.41,4.48
4528,0.38,Ideal,G,61.2,54.0,949,4.69,4.72,2.88
4529,1.62,Premium,F,62.6,58.0,13177,7.48,7.53,4.7
4530,1.18,Good,D,59.7,61.0,5871,6.83,6.88,4.09
4531,1.55,Ideal,E,61.9,58.0,15293,7.39,7.45,4.59
4532,1.24,Ideal,H,62.0,56.0,5797,6.87,6.9,4.27
4533,1.15,Premium,G,61.5,58.0,6492,6.76,6.71,4.14
4534,2.01,Very Good,I,62.5,61.0,15675,7.97,8.03,5.0
4535,1.01,Very Good,D,58.3,59.0,4588,6.63,6.67,3.88
4536,0.36,Ideal,F,61.3,55.0,803,4.59,4.61,2.82
4537,0.7,Ideal,F,61.5,56.0,4439,5.7,5.78,3.53
4538,0.96,Premium,H,62.7,58.0,3768,6.27,6.24,3.92
4539,0.67,Good,E,61.6,61.0,2270,5.57,5.6,3.44
4540,1.01,Ideal,F,62.0,54.0,5527,6.41,6.49,4.0
4541,0.41,Ideal,D,62.3,55.0,1582,4.78,4.75,2.97
4542,1.31,Very Good,G,62.2,59.0,11108,6.91,6.98,4.32
4543,2.02,Fair,H,56.5,61.0,14080,8.33,8.37,4.72
4544,1.22,Premium,I,62.2,57.0,5466,6.87,6.79,4.25
4545,1.15,Premium,H,62.0,58.0,5433,6.77,6.71,4.18
4546,1.5,Premium,F,62.2,60.0,15851,7.3,7.27,4.53
4547,0.5,Fair,F,66.5,59.0,994,5.01,4.91,3.3
4548,0.72,Ideal,I,62.2,56.0,2511,5.69,5.75,3.56
4549,1.31,Ideal,H,61.8,57.0,8261,7.02,7.06,4.35
4550,0.38,Good,E,62.4,64.0,904,4.59,4.61,2.87
4551,0.52,Ideal,D,59.9,57.0,2334,5.28,5.21,3.14
4552,0.7,Good,E,61.9,58.0,2239,5.63,5.67,3.5
4553,0.57,Very Good,F,60.3,58.0,1871,5.36,5.39,3.24
4554,1.22,Very Good,J,60.8,56.0,5160,6.95,6.91,4.21
4555,1.1,Premium,G,59.6,60.0,6121,6.72,6.7,4.0
4556,1.77,Premium,F,60.3,59.0,11965,7.94,7.87,4.77
4557,1.09,Ideal,H,60.0,59.0,4383,6.72,6.77,4.05
4558,0.32,Premium,I,61.1,59.0,421,4.38,4.42,2.69
4559,0.43,Good,F,61.4,61.1,1167,4.85,4.87,2.98
4560,0.53,Good,F,63.8,56.0,1363,5.16,5.13,3.28
4561,1.15,Premium,G,61.2,58.0,3574,6.8,6.74,4.14
4562,1.58,Very Good,F,59.9,61.0,14308,7.5,7.6,4.52
4563,0.51,Very Good,E,63.3,57.0,1662,5.12,5.05,3.22
4564,0.5,Premium,H,60.9,59.0,1332,5.14,5.11,3.12
4565,1.38,Ideal,G,62.2,54.0,11527,7.18,7.14,4.45
4566,0.3,Premium,H,61.3,58.0,540,4.33,4.29,2.64
4567,0.6,Ideal,H,61.0,56.0,2568,5.44,5.47,3.33
4568,0.31,Ideal,E,59.9,62.0,755,4.4,4.41,2.64
4569,1.01,Very Good,F,61.1,58.0,9065,6.43,6.47,3.94
4570,1.11,Very Good,H,59.8,60.0,4456,6.66,6.75,4.01
4571,0.54,Ideal,E,62.1,56.0,1250,5.22,5.18,3.23
4572,2.01,Premium,I,62.0,56.0,12338,8.01,7.87,4.92
4573,0.23,Good,D,60.3,66.0,425,3.91,3.95,2.37
4574,0.43,Very Good,E,62.8,56.0,981,4.79,4.86,3.03
4575,0.36,Ideal,G,62.3,56.0,821,4.53,4.56,2.83
4576,0.55,Ideal,G,61.2,56.0,2077,5.27,5.3,3.24
4577,0.41,Ideal,F,61.2,57.0,1205,4.79,4.85,2.95
4578,0.71,Good,E,58.4,61.0,2573,5.85,5.93,3.44
4579,0.52,Very Good,G,59.2,58.0,2045,5.28,5.31,3.14
4580,0.57,Ideal,F,61.0,56.0,1397,5.37,5.32,3.26
4581,0.41,Ideal,I,61.7,57.0,875,4.73,4.76,2.93
4582,1.29,Ideal,D,62.4,55.0,13485,6.93,6.99,4.34
4583,0.42,Ideal,G,62.1,57.0,1031,4.77,4.8,2.97
4584,1.5,Very Good,J,62.8,62.0,7840,7.22,7.25,4.54
4585,1.0,Very Good,D,63.1,56.0,5645,6.34,6.3,3.99
4586,0.62,Premium,F,61.7,60.0,1329,5.48,5.45,3.37
4587,0.51,Ideal,G,61.9,56.0,1691,5.12,5.16,3.18
4588,0.41,Ideal,G,62.4,55.0,827,4.73,4.76,2.96
4589,0.94,Very Good,E,62.4,56.0,4661,6.24,6.27,3.9
4590,0.31,Very Good,E,61.7,58.0,680,4.31,4.34,2.67
4591,1.08,Premium,G,62.3,56.0,4627,6.6,6.52,4.09
4592,0.32,Premium,G,60.6,60.0,645,4.4,4.44,2.68
4593,1.1,Very Good,H,63.0,58.0,4276,6.53,6.59,4.13
4594,0.32,Ideal,E,61.8,55.0,720,4.45,4.42,2.74
4595,0.51,Very Good,E,62.5,57.0,1438,5.06,5.09,3.17
4596,1.12,Premium,H,59.1,61.0,2854,6.78,6.75,4.0
4597,0.3,Premium,D,59.4,60.0,848,4.38,4.34,2.59
4598,1.16,Ideal,E,61.9,57.0,6896,6.72,6.76,4.17
4599,0.7,Good,F,62.6,61.0,2591,5.56,5.62,3.5
4600,0.33,Ideal,F,62.1,56.0,1062,4.46,4.43,2.76
4601,0.5,Good,G,63.4,57.0,1715,5.06,5.1,3.22
4602,0.31,Ideal,G,61.8,54.0,789,4.39,4.41,2.72
4603,1.07,Ideal,H,60.2,59.0,6479,6.66,6.69,4.02
4604,0.77,Very Good,D,59.9,59.0,3241,5.9,5.95,3.55
4605,0.31,Ideal,F,61.1,55.0,901,4.41,4.43,2.7
4606,0.43,Very Good,F,58.3,62.0,633,4.91,4.97,2.88
4607,0.41,Very Good,J,63.5,54.0,1061,4.75,4.7,3.0
4608,0.51,Very Good,G,62.4,62.0,1438,5.07,5.09,3.17
4609,1.04,Premium,D,61.5,58.0,5708,6.53,6.48,4.0
4610,1.5,Fair,F,65.3,57.0,7056,7.15,7.09,4.65
4611,0.9,Very Good,G,60.1,60.0,3114,6.22,6.32,3.77
4612,0.62,Premium,E,62.0,56.0,2618,5.48,5.42,3.38
4613,0.35,Ideal,E,62.1,57.0,1195,4.52,4.55,2.81
4614,1.01,Good,E,63.1,57.0,10696,6.36,6.39,4.02
4615,1.59,Premium,H,63.0,58.0,12409,7.48,7.43,4.7
4616,0.52,Very Good,D,62.6,59.0,1860,5.03,5.13,3.18
4617,0.7,Very Good,E,63.5,58.0,2592,5.65,5.62,3.58
4618,1.01,Premium,J,61.7,58.0,3499,6.4,6.44,3.96
4619,1.71,Premium,G,62.3,58.0,17197,7.65,7.61,4.75
4620,0.23,Very Good,F,61.5,58.0,530,3.9,3.94,2.41
4621,0.34,Ideal,F,61.8,56.0,914,4.49,4.47,2.77
4622,0.32,Premium,H,61.4,58.0,936,4.42,4.37,2.7
4623,0.76,Ideal,H,61.4,55.0,3050,5.82,5.9,3.6
4624,0.32,Ideal,G,61.7,55.0,828,4.43,4.39,2.72
4625,0.31,Ideal,I,62.2,54.0,652,4.36,4.39,2.72
4626,1.0,Very Good,J,62.8,54.0,3991,6.35,6.43,4.01
4627,1.19,Premium,J,63.0,54.0,4498,6.82,6.74,4.27
4628,0.33,Premium,E,62.7,56.0,743,4.45,4.39,2.77
4629,0.83,Ideal,E,61.9,53.0,3049,6.08,6.04,3.75
4630,0.56,Premium,F,60.4,60.0,1286,5.35,5.32,3.22
4631,0.4,Very Good,G,63.3,58.0,840,4.69,4.66,2.96
4632,0.31,Ideal,I,61.6,57.0,452,4.36,4.4,2.7
4633,1.25,Premium,H,59.3,57.0,7560,7.11,7.05,4.2
4634,0.57,Ideal,E,62.1,53.0,1942,5.36,5.41,3.34
4635,0.3,Ideal,E,62.6,54.0,844,4.31,4.28,2.69
4636,0.39,Very Good,E,59.1,59.0,670,4.76,4.81,2.83
4637,1.62,Ideal,I,61.8,55.0,11217,7.56,7.59,4.68
4638,0.52,Ideal,H,61.0,56.0,1748,5.17,5.21,3.17
4639,1.51,Ideal,F,61.5,57.0,15226,7.39,7.36,4.54
4640,0.34,Ideal,F,61.0,56.0,1003,4.54,4.57,2.78
4641,0.52,Ideal,F,61.7,56.0,2393,5.16,5.18,3.19
4642,0.34,Good,E,63.1,56.0,445,4.46,4.51,2.83
4643,0.3,Fair,F,63.1,58.0,496,4.3,4.22,2.69
4644,0.3,Ideal,G,61.7,54.6,618,4.3,4.33,2.67
4645,0.61,Premium,D,60.8,57.0,1308,5.48,5.4,3.31
4646,0.28,Ideal,D,62.4,57.0,625,4.2,4.16,2.61
4647,0.52,Premium,F,60.2,59.0,1451,5.19,5.21,3.13
4648,0.27,Good,E,57.5,63.0,377,4.24,4.28,2.45
4649,0.51,Very Good,D,60.3,57.0,1204,5.15,5.17,3.11
4650,0.3,Ideal,E,61.5,55.0,844,4.31,4.28,2.64
4651,0.57,Ideal,H,61.8,55.0,1929,5.33,5.38,3.31
4652,0.33,Ideal,G,61.9,55.0,854,4.44,4.41,2.74
4653,0.23,Very Good,D,62.6,58.0,530,3.89,3.94,2.45
4654,0.47,Very Good,F,63.3,59.0,1058,4.9,4.86,3.09
4655,0.97,Very Good,H,62.8,55.0,4404,6.25,6.3,3.94
4656,1.11,Good,J,58.3,62.0,5361,6.77,6.84,3.97
4657,0.31,Ideal,E,61.1,56.0,632,4.37,4.4,2.68
4658,1.26,Ideal,H,61.4,56.0,7691,7.01,6.97,4.29
4659,0.53,Very Good,J,61.4,56.0,1106,5.19,5.23,3.2
4660,1.7,Ideal,E,60.1,57.0,14623,7.71,7.74,4.64
4661,1.01,Very Good,I,61.5,62.0,3299,6.37,6.41,3.93
4662,0.31,Premium,E,61.0,59.0,680,4.35,4.37,2.66
4663,1.05,Ideal,G,62.8,57.0,6604,6.49,6.45,4.06
4664,1.03,Ideal,H,61.5,57.0,4874,6.49,6.45,3.98
4665,0.71,Ideal,I,62.4,57.0,2530,5.67,5.71,3.55
4666,0.27,Very Good,E,59.5,56.0,470,4.2,4.31,2.53
4667,0.31,Good,D,63.7,55.0,462,4.32,4.35,2.76
4668,1.5,Premium,H,62.3,59.0,7291,7.27,7.21,4.52
4669,0.36,Ideal,G,61.4,55.0,571,4.61,4.64,2.84
4670,0.31,Very Good,I,63.1,59.0,732,4.31,4.25,2.7
4671,0.31,Ideal,H,61.3,57.0,421,4.36,4.38,2.68
4672,0.76,Ideal,I,61.8,56.0,2788,5.85,5.87,3.62
4673,1.2,Premium,H,61.3,60.0,6451,6.87,6.81,4.19
4674,0.7,Fair,F,64.6,57.0,1947,5.6,5.57,3.61
4675,0.7,Very Good,D,61.4,58.0,2337,5.7,5.74,3.51
4676,0.31,Ideal,H,61.5,56.0,707,4.34,4.38,2.68
4677,0.3,Ideal,H,60.8,57.0,503,4.31,4.34,2.63
4678,2.01,Premium,I,62.1,59.0,15520,8.06,7.98,4.98
4679,0.44,Premium,D,61.9,59.0,849,4.86,4.9,3.02
4680,0.82,Premium,E,61.7,59.0,2861,6.01,5.98,3.7
4681,0.31,Ideal,E,62.1,55.0,516,4.33,4.36,2.7
4682,0.3,Premium,G,62.4,59.0,905,4.31,4.25,2.67
4683,0.3,Very Good,G,62.9,55.0,684,4.24,4.28,2.68
4684,0.3,Ideal,E,61.7,57.0,1071,4.32,4.34,2.67
4685,0.51,Ideal,E,62.5,55.0,1781,5.13,5.08,3.19
4686,0.29,Ideal,D,61.7,57.0,647,4.26,4.23,2.62
4687,1.19,Good,E,57.4,60.0,6937,6.9,7.0,3.99
4688,1.01,Premium,F,59.3,62.0,6533,6.48,6.44,3.83
4689,0.35,Ideal,G,62.3,55.0,1116,4.52,4.5,2.81
4690,1.71,Very Good,I,62.8,59.0,11850,7.52,7.58,4.74
4691,0.83,Very Good,D,63.5,54.0,2811,5.98,5.95,3.79
4692,0.34,Ideal,G,61.3,55.0,898,4.52,4.55,2.78
4693,0.31,Very Good,G,63.3,54.0,523,4.34,4.29,2.73
4694,2.02,Very Good,G,63.1,56.0,15848,8.06,8.02,5.07
4695,1.01,Good,H,64.0,58.0,4116,6.31,6.37,4.06
4696,0.36,Ideal,F,61.5,55.0,803,4.57,4.61,2.82
4697,0.34,Good,H,64.0,57.0,893,4.43,4.38,2.82
4698,0.31,Good,F,63.1,55.0,516,4.28,4.34,2.72
4699,0.27,Very Good,E,62.9,56.0,470,4.12,4.15,2.6
4700,2.54,Very Good,H,63.5,56.0,16353,8.68,8.65,5.5
4701,0.98,Fair,G,66.6,56.0,3332,6.12,6.02,4.04
4702,1.01,Good,F,63.6,59.0,5988,6.32,6.36,4.03
4703,0.32,Premium,G,62.5,60.0,720,4.38,4.32,2.72
4704,0.32,Ideal,G,61.2,56.0,828,4.43,4.39,2.7
4705,0.61,Very Good,H,63.3,57.5,1590,5.38,5.4,3.41
4706,0.96,Good,H,56.7,62.0,3611,6.51,6.39,3.66
4707,1.56,Premium,G,61.7,59.0,8858,7.51,7.43,4.61
4708,0.3,Ideal,F,61.9,58.0,814,4.26,4.3,2.65
4709,0.39,Ideal,F,61.7,56.1,939,4.65,4.7,2.89
4710,1.54,Premium,G,61.0,59.0,12592,7.43,7.38,4.52
4711,1.78,Premium,H,61.0,61.0,10666,7.88,7.82,4.79
4712,0.36,Ideal,F,61.6,56.0,560,4.57,4.62,2.83
4713,1.0,Good,E,58.2,61.0,5330,6.53,6.57,3.81
4714,0.81,Premium,G,61.7,59.0,3402,6.07,5.96,3.71
4715,0.93,Ideal,H,61.8,57.0,5171,6.23,6.27,3.86
4716,0.52,Ideal,D,62.4,56.0,2362,5.15,5.17,3.22
4717,1.01,Premium,G,62.6,59.0,6499,6.38,6.46,4.02
4718,1.12,Ideal,D,61.1,57.0,9694,6.68,6.75,4.1
4719,0.5,Very Good,G,61.0,58.0,1694,5.08,5.15,3.12
4720,1.11,Good,F,63.1,56.0,5769,6.59,6.63,4.17
4721,0.4,Ideal,F,61.9,54.0,1406,4.75,4.81,2.96
4722,0.9,Good,F,63.3,57.0,4253,6.04,6.09,3.84
4723,0.31,Ideal,D,62.9,55.0,942,4.34,4.31,2.72
4724,1.03,Very Good,E,60.7,63.0,4326,6.48,6.44,3.92
4725,0.24,Very Good,F,62.2,58.0,552,3.97,4.01,2.48
4726,0.52,Good,G,58.3,59.0,1754,5.26,5.3,3.08
4727,0.41,Premium,G,61.9,59.0,827,4.73,4.77,2.94
4728,0.34,Ideal,G,62.1,55.0,775,4.44,4.48,2.77
4729,0.62,Fair,F,60.0,64.0,2083,5.69,5.48,3.36
4730,1.01,Good,D,57.6,62.0,4338,6.66,6.56,3.81
4731,1.38,Fair,G,61.2,59.0,4730,7.19,7.13,4.38
4732,0.31,Good,E,63.2,59.0,544,4.28,4.33,2.72
4733,0.43,Premium,E,58.4,62.0,713,5.0,4.94,2.9
4734,2.07,Premium,I,59.4,61.0,15392,8.35,8.31,4.95
4735,1.51,Good,J,59.5,61.0,7476,7.45,7.62,4.48
4736,1.01,Good,F,64.2,58.0,4276,6.33,6.31,4.06
4737,0.7,Very Good,H,57.7,60.0,2048,5.85,5.9,3.39
4738,0.73,Ideal,I,62.1,54.0,2327,5.79,5.8,3.6
4739,1.0,Ideal,E,61.5,57.0,4864,6.41,6.47,3.96
4740,0.32,Very Good,E,63.1,54.0,672,4.41,4.37,2.77
4741,0.76,Ideal,D,61.1,54.0,3353,5.86,5.89,3.59
4742,1.01,Premium,D,58.8,59.0,4672,6.58,6.55,3.86
4743,0.38,Ideal,E,61.8,56.0,628,4.62,4.66,2.87
4744,0.3,Ideal,G,62.6,57.0,895,4.28,4.32,2.69
4745,0.26,Ideal,H,62.2,54.0,482,4.09,4.11,2.55
4746,1.07,Ideal,J,62.0,56.0,4235,6.53,6.57,4.06
4747,1.03,Very Good,F,58.0,60.0,5241,6.68,6.74,3.89
4748,0.47,Good,D,63.8,59.0,987,4.9,4.88,3.12
4749,0.63,Ideal,E,60.8,57.0,2513,5.53,5.55,3.37
4750,0.34,Premium,F,62.6,58.0,880,4.49,4.46,2.8
4751,1.52,Ideal,I,62.4,55.0,9352,7.35,7.4,4.6
4752,0.32,Ideal,G,61.2,56.0,918,4.4,4.43,2.7
